issue_url,format,repo,created_at,title,llm_category,llm_confidence,llm_reasoning,model
https://api.github.com/repos/spdx/spdx-spec/issues/872,spdx,spdx/spdx-spec,2023-12-13 04:51:29+00:00,SPDX documentation not in sync with schema,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Integration and Interfacing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Libraries,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/871,spdx,spdx/spdx-spec,2023-11-15 04:27:46+00:00,Relationships for NTIA Minimum Elements in per-RPM SBOMs,Technical Debt,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/869,spdx,spdx/spdx-spec,2023-11-06 11:33:28+00:00,SPDX 2.2.2 external reference category schema.json on 2.2.2 tag does not match documentation,Bug Fixes and Defects,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/869,spdx,spdx/spdx-spec,2023-11-06 11:33:28+00:00,SPDX 2.2.2 external reference category schema.json on 2.2.2 tag does not match documentation,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/869,spdx,spdx/spdx-spec,2023-11-06 11:33:28+00:00,SPDX 2.2.2 external reference category schema.json on 2.2.2 tag does not match documentation,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/868,spdx,spdx/spdx-spec,2023-11-02 08:30:52+00:00,ExternalReference ReferenceCategory: discrepancy between v2.2.2 JSON schema file and and docs,Bug Fixes and Defects,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/868,spdx,spdx/spdx-spec,2023-11-02 08:30:52+00:00,ExternalReference ReferenceCategory: discrepancy between v2.2.2 JSON schema file and and docs,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/868,spdx,spdx/spdx-spec,2023-11-02 08:30:52+00:00,ExternalReference ReferenceCategory: discrepancy between v2.2.2 JSON schema file and and docs,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/868,spdx,spdx/spdx-spec,2023-11-02 08:30:52+00:00,ExternalReference ReferenceCategory: discrepancy between v2.2.2 JSON schema file and and docs,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/868,spdx,spdx/spdx-spec,2023-11-02 08:30:52+00:00,ExternalReference ReferenceCategory: discrepancy between v2.2.2 JSON schema file and and docs,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/868,spdx,spdx/spdx-spec,2023-11-02 08:30:52+00:00,ExternalReference ReferenceCategory: discrepancy between v2.2.2 JSON schema file and and docs,Release Management and Versioning,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/866,spdx,spdx/spdx-spec,2023-10-19 12:29:05+00:00,SPDX 2.3 spec: NTIA's The Minimum Elements for an SBOM,Bug Fixes and Defects,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/866,spdx,spdx/spdx-spec,2023-10-19 12:29:05+00:00,SPDX 2.3 spec: NTIA's The Minimum Elements for an SBOM,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/866,spdx,spdx/spdx-spec,2023-10-19 12:29:05+00:00,SPDX 2.3 spec: NTIA's The Minimum Elements for an SBOM,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/866,spdx,spdx/spdx-spec,2023-10-19 12:29:05+00:00,SPDX 2.3 spec: NTIA's The Minimum Elements for an SBOM,Integration and Interfacing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/866,spdx,spdx/spdx-spec,2023-10-19 12:29:05+00:00,SPDX 2.3 spec: NTIA's The Minimum Elements for an SBOM,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/866,spdx,spdx/spdx-spec,2023-10-19 12:29:05+00:00,SPDX 2.3 spec: NTIA's The Minimum Elements for an SBOM,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/864,spdx,spdx/spdx-spec,2023-10-17 08:56:58+00:00,Attribute `$schema` not allowed within JSON schema,Bug Fixes and Defects,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/864,spdx,spdx/spdx-spec,2023-10-17 08:56:58+00:00,Attribute `$schema` not allowed within JSON schema,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/864,spdx,spdx/spdx-spec,2023-10-17 08:56:58+00:00,Attribute `$schema` not allowed within JSON schema,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/864,spdx,spdx/spdx-spec,2023-10-17 08:56:58+00:00,Attribute `$schema` not allowed within JSON schema,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/863,spdx,spdx/spdx-spec,2023-10-14 23:21:52+00:00,AI BOM Elements into SPDX AI,Feature Development and Enhancement,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/863,spdx,spdx/spdx-spec,2023-10-14 23:21:52+00:00,AI BOM Elements into SPDX AI,Integration and Interfacing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/863,spdx,spdx/spdx-spec,2023-10-14 23:21:52+00:00,AI BOM Elements into SPDX AI,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/862,spdx,spdx/spdx-spec,2023-09-13 19:54:12+00:00,Potential encoding issue from opening a json file in validator.py under spdx_validator,Bug Fixes and Defects,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/862,spdx,spdx/spdx-spec,2023-09-13 19:54:12+00:00,Potential encoding issue from opening a json file in validator.py under spdx_validator,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/862,spdx,spdx/spdx-spec,2023-09-13 19:54:12+00:00,Potential encoding issue from opening a json file in validator.py under spdx_validator,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/862,spdx,spdx/spdx-spec,2023-09-13 19:54:12+00:00,Potential encoding issue from opening a json file in validator.py under spdx_validator,Libraries,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/862,spdx,spdx/spdx-spec,2023-09-13 19:54:12+00:00,Potential encoding issue from opening a json file in validator.py under spdx_validator,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/860,spdx,spdx/spdx-spec,2023-08-16 08:15:37+00:00,Clarification on the NONE and NOASSERTION keywords for relationships,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/860,spdx,spdx/spdx-spec,2023-08-16 08:15:37+00:00,Clarification on the NONE and NOASSERTION keywords for relationships,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/860,spdx,spdx/spdx-spec,2023-08-16 08:15:37+00:00,Clarification on the NONE and NOASSERTION keywords for relationships,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/860,spdx,spdx/spdx-spec,2023-08-16 08:15:37+00:00,Clarification on the NONE and NOASSERTION keywords for relationships,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/859,spdx,spdx/spdx-spec,2023-07-29 19:29:32+00:00,https://github.com/spdx/spdx-spec/issues/856#issuecomment-1631173241ping @mxmehl and @silverhook,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/859,spdx,spdx/spdx-spec,2023-07-29 19:29:32+00:00,https://github.com/spdx/spdx-spec/issues/856#issuecomment-1631173241ping @mxmehl and @silverhook,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/859,spdx,spdx/spdx-spec,2023-07-29 19:29:32+00:00,https://github.com/spdx/spdx-spec/issues/856#issuecomment-1631173241ping @mxmehl and @silverhook,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/859,spdx,spdx/spdx-spec,2023-07-29 19:29:32+00:00,https://github.com/spdx/spdx-spec/issues/856#issuecomment-1631173241ping @mxmehl and @silverhook,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/858,spdx,spdx/spdx-spec,2023-07-29 11:41:51+00:00,How to practically use an external license?,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/858,spdx,spdx/spdx-spec,2023-07-29 11:41:51+00:00,How to practically use an external license?,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/858,spdx,spdx/spdx-spec,2023-07-29 11:41:51+00:00,How to practically use an external license?,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/858,spdx,spdx/spdx-spec,2023-07-29 11:41:51+00:00,How to practically use an external license?,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/858,spdx,spdx/spdx-spec,2023-07-29 11:41:51+00:00,How to practically use an external license?,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Feature Development and Enhancement,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Libraries,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/856,spdx,spdx/spdx-spec,2023-07-11 16:53:03+00:00,Reuse style file tags and how to support them with SPDX3.0,Release Management and Versioning,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/855,spdx,spdx/spdx-spec,2023-06-30 06:42:59+00:00,How should a blank / empty `copyrightText` be interpreted?,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/855,spdx,spdx/spdx-spec,2023-06-30 06:42:59+00:00,How should a blank / empty `copyrightText` be interpreted?,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/854,spdx,spdx/spdx-spec,2023-06-16 09:19:49+00:00,Using SPDX short-form identifiers in JSON file,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/854,spdx,spdx/spdx-spec,2023-06-16 09:19:49+00:00,Using SPDX short-form identifiers in JSON file,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/854,spdx,spdx/spdx-spec,2023-06-16 09:19:49+00:00,Using SPDX short-form identifiers in JSON file,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/854,spdx,spdx/spdx-spec,2023-06-16 09:19:49+00:00,Using SPDX short-form identifiers in JSON file,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/854,spdx,spdx/spdx-spec,2023-06-16 09:19:49+00:00,Using SPDX short-form identifiers in JSON file,Integration and Interfacing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/854,spdx,spdx/spdx-spec,2023-06-16 09:19:49+00:00,Using SPDX short-form identifiers in JSON file,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/853,spdx,spdx/spdx-spec,2023-05-31 11:26:56+00:00,Invalid references in matching guidelines,Bug Fixes and Defects,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/853,spdx,spdx/spdx-spec,2023-05-31 11:26:56+00:00,Invalid references in matching guidelines,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/853,spdx,spdx/spdx-spec,2023-05-31 11:26:56+00:00,Invalid references in matching guidelines,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/853,spdx,spdx/spdx-spec,2023-05-31 11:26:56+00:00,Invalid references in matching guidelines,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/853,spdx,spdx/spdx-spec,2023-05-31 11:26:56+00:00,Invalid references in matching guidelines,Libraries,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/853,spdx,spdx/spdx-spec,2023-05-31 11:26:56+00:00,Invalid references in matching guidelines,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/853,spdx,spdx/spdx-spec,2023-05-31 11:26:56+00:00,Invalid references in matching guidelines,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/853,spdx,spdx/spdx-spec,2023-05-31 11:26:56+00:00,Invalid references in matching guidelines,Technical Debt,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/852,spdx,spdx/spdx-spec,2023-05-24 15:48:41+00:00,"Annex H (SPDX File Tags), but for snippets",Feature Development and Enhancement,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/852,spdx,spdx/spdx-spec,2023-05-24 15:48:41+00:00,"Annex H (SPDX File Tags), but for snippets",Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/852,spdx,spdx/spdx-spec,2023-05-24 15:48:41+00:00,"Annex H (SPDX File Tags), but for snippets",Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/851,spdx,spdx/spdx-spec,2023-05-05 16:12:00+00:00,h,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/851,spdx,spdx/spdx-spec,2023-05-05 16:12:00+00:00,h,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/851,spdx,spdx/spdx-spec,2023-05-05 16:12:00+00:00,h,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/851,spdx,spdx/spdx-spec,2023-05-05 16:12:00+00:00,h,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/851,spdx,spdx/spdx-spec,2023-05-05 16:12:00+00:00,h,Libraries,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/851,spdx,spdx/spdx-spec,2023-05-05 16:12:00+00:00,h,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/851,spdx,spdx/spdx-spec,2023-05-05 16:12:00+00:00,h,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/851,spdx,spdx/spdx-spec,2023-05-05 16:12:00+00:00,h,Technical Debt,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/850,spdx,spdx/spdx-spec,2023-05-04 19:22:43+00:00,Mandating CC0 on SPDX documents considered harmful.,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/850,spdx,spdx/spdx-spec,2023-05-04 19:22:43+00:00,Mandating CC0 on SPDX documents considered harmful.,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/850,spdx,spdx/spdx-spec,2023-05-04 19:22:43+00:00,Mandating CC0 on SPDX documents considered harmful.,Feature Development and Enhancement,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/850,spdx,spdx/spdx-spec,2023-05-04 19:22:43+00:00,Mandating CC0 on SPDX documents considered harmful.,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/850,spdx,spdx/spdx-spec,2023-05-04 19:22:43+00:00,Mandating CC0 on SPDX documents considered harmful.,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/849,spdx,spdx/spdx-spec,2023-04-18 16:22:15+00:00,Annex K only has JSON example,Documentation,high,"The issue reports that Annex K of the SPDX specification documentation only includes a JSON example, lacking a tag:value format example, which is a clear documentation gap.",qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/848,spdx,spdx/spdx-spec,2023-04-15 03:22:15+00:00,FileName: question about expected behavior,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/848,spdx,spdx/spdx-spec,2023-04-15 03:22:15+00:00,FileName: question about expected behavior,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/848,spdx,spdx/spdx-spec,2023-04-15 03:22:15+00:00,FileName: question about expected behavior,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/848,spdx,spdx/spdx-spec,2023-04-15 03:22:15+00:00,FileName: question about expected behavior,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/848,spdx,spdx/spdx-spec,2023-04-15 03:22:15+00:00,FileName: question about expected behavior,Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/848,spdx,spdx/spdx-spec,2023-04-15 03:22:15+00:00,FileName: question about expected behavior,Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/847,spdx,spdx/spdx-spec,2023-04-11 12:47:40+00:00,"First fields for sections in tag:value format, again",Bug Fixes and Defects,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/847,spdx,spdx/spdx-spec,2023-04-11 12:47:40+00:00,"First fields for sections in tag:value format, again",Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/847,spdx,spdx/spdx-spec,2023-04-11 12:47:40+00:00,"First fields for sections in tag:value format, again",Licensing,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/847,spdx,spdx/spdx-spec,2023-04-11 12:47:40+00:00,"First fields for sections in tag:value format, again",Code Components,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/846,spdx,spdx/spdx-spec,2023-04-06 08:52:13+00:00,Can I use NOASSERTION in case of the NTIA SBOM minimum elements?,Code Quality,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/846,spdx,spdx/spdx-spec,2023-04-06 08:52:13+00:00,Can I use NOASSERTION in case of the NTIA SBOM minimum elements?,Community Engagement and Support,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/846,spdx,spdx/spdx-spec,2023-04-06 08:52:13+00:00,Can I use NOASSERTION in case of the NTIA SBOM minimum elements?,Configuration,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/846,spdx,spdx/spdx-spec,2023-04-06 08:52:13+00:00,Can I use NOASSERTION in case of the NTIA SBOM minimum elements?,Documentation,medium,extracted from reasoning text,qwen/qwen3.6-flash
https://api.github.com/repos/spdx/spdx-spec/issues/846,spdx,spdx/spdx-spec,2023-04-06 08:52:13+00:00,Can I use NOASSERTION in case of the NTIA SBOM minimum elements?,Integration and Interfacing,medium,extracted from reasoning text,qwen/qwen3.6-flash
